source_revision,original_upstream_path,materialized_relative_path,source_sha256,materialized_sha256,file_size,width,height,mode,split,class,collision_group,materialization_status,notes
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/LIFH3.jpg,data/raw/plantdoc/train/Apple rust leaf/LIFH3.jpg,315bd3f13ecc5cddb28724dc2519026ab4eb2b2f8eb4ff2eb2421d8ffc0b568d,315bd3f13ecc5cddb28724dc2519026ab4eb2b2f8eb4ff2eb2421d8ffc0b568d,329776,1280,960,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/P1020430.jpg,data/raw/plantdoc/train/Apple rust leaf/P1020430.jpg,edd5005e6676c76729585156517a7aa3f2b14e691f802c7c49555c9c2a72cf9e,edd5005e6676c76729585156517a7aa3f2b14e691f802c7c49555c9c2a72cf9e,117232,400,300,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/P7290482.JPG.jpg,data/raw/plantdoc/train/Apple rust leaf/P7290482.JPG.jpg,b0f8cf2d97c94851d98b981553885a3ae8e62078ad72082ea1e261071a5295f3,b0f8cf2d97c94851d98b981553885a3ae8e62078ad72082ea1e261071a5295f3,137322,1600,1200,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/PLPATH-FRU-02-cedar-apple-rust-figure-1.jpg,data/raw/plantdoc/train/Apple rust leaf/PLPATH-FRU-02-cedar-apple-rust-figure-1.jpg,bdb29808a30e1f5799100356aaa9273e3dc0dd69308926737d2a00f65b2a706e,bdb29808a30e1f5799100356aaa9273e3dc0dd69308926737d2a00f65b2a706e,1025918,698,1066,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/Rust%20on%20Brandywine_ADJ.jpg,data/raw/plantdoc/train/Apple rust leaf/Rust%20on%20Brandywine_ADJ.jpg,0fe5bf99f0109e31de66dca0f5bb4eef37709dfa0171684dc6e729fe76984696,0fe5bf99f0109e31de66dca0f5bb4eef37709dfa0171684dc6e729fe76984696,207650,1236,824,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/Rust--CA.jpg,data/raw/plantdoc/train/Apple rust leaf/Rust--CA.jpg,2eb7d46cbcfceae8577ffac920db5b7af20aa98e58d8644894ddc747cee1ba13,2eb7d46cbcfceae8577ffac920db5b7af20aa98e58d8644894ddc747cee1ba13,203098,400,249,CMYK,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/a82e389f8b5da4758a747c32ef8af6f9--rust-apples.jpg,data/raw/plantdoc/train/Apple rust leaf/a82e389f8b5da4758a747c32ef8af6f9--rust-apples.jpg,ba3a8855ec253f62881d36b1320f75b3fee88bc173434c975f677174ba652c94,ba3a8855ec253f62881d36b1320f75b3fee88bc173434c975f677174ba652c94,29339,736,488,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/aecia-on-apple-e1368285975597.jpeg.jpg,data/raw/plantdoc/train/Apple rust leaf/aecia-on-apple-e1368285975597.jpeg.jpg,58f19f4ca140c6f73d670221b5989458f290849fa2d13eb12eb886dfba33acd8,58f19f4ca140c6f73d670221b5989458f290849fa2d13eb12eb886dfba33acd8,203903,850,637,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apple+rust+001.jpg,data/raw/plantdoc/train/Apple rust leaf/apple+rust+001.jpg,de27a0c6224d7f5079a8f5b971595072cec014237aa2db87a23838ae170fa510,de27a0c6224d7f5079a8f5b971595072cec014237aa2db87a23838ae170fa510,174812,1200,630,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apple-leaf-rust-and-cedar-apple-roestella-pirata-report-of-the-of-picture-id629456105?s=612x612.jpg,data/raw/plantdoc/train/Apple rust leaf/apple-leaf-rust-and-cedar-apple-roestella-pirata-report-of-the-of-picture-id629456105?s=612x612.jpg,0b5d7f1f5df1e4dd236e3fd5c9b5e253ff4bd9115b084843cf98f53e9ca2f2f7,0b5d7f1f5df1e4dd236e3fd5c9b5e253ff4bd9115b084843cf98f53e9ca2f2f7,48108,382,612,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apple-rust-disease_10_845384767.jpg,data/raw/plantdoc/train/Apple rust leaf/apple-rust-disease_10_845384767.jpg,e9f5b751af491ee1c3b42b325e98b1ba187973746fd6b309ee22dae7907e5cf8,e9f5b751af491ee1c3b42b325e98b1ba187973746fd6b309ee22dae7907e5cf8,110381,999,666,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apple-rust.jpg,data/raw/plantdoc/train/Apple rust leaf/apple-rust.jpg,c6b9c9daefca5d324a93300f796d4044fd7e1ce5e6283fb2cae6681841c41489,c6b9c9daefca5d324a93300f796d4044fd7e1ce5e6283fb2cae6681841c41489,1978139,4000,4016,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apple_F14b.jpg,data/raw/plantdoc/train/Apple rust leaf/apple_F14b.jpg,fceff585ef723012d786327355d536406c92cb1d329f123f07d56df7291ae311,fceff585ef723012d786327355d536406c92cb1d329f123f07d56df7291ae311,9120,350,237,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apple_leaf.JPG.jpg,data/raw/plantdoc/train/Apple rust leaf/apple_leaf.JPG.jpg,5fc1918cc6497afa0297fbb5c5762e66a406f707204569495c650c2da63d1f01,5fc1918cc6497afa0297fbb5c5762e66a406f707204569495c650c2da63d1f01,113134,640,480,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/applerust-500x383.jpg,data/raw/plantdoc/train/Apple rust leaf/applerust-500x383.jpg,e8ab606b2c5790cb01e4fba348342caadeb38a63b3db972826493f650f79879c,e8ab606b2c5790cb01e4fba348342caadeb38a63b3db972826493f650f79879c,99005,500,383,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apples_black-rot_01_zoom.jpg,data/raw/plantdoc/train/Apple rust leaf/apples_black-rot_01_zoom.jpg,b320f72e52fcc2be3dde6bd511b7dca73130a4e22bae10de03bb31f8f69f7520,b320f72e52fcc2be3dde6bd511b7dca73130a4e22bae10de03bb31f8f69f7520,120388,900,692,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apples_rusts+apple-scab.jpg,data/raw/plantdoc/train/Apple rust leaf/apples_rusts+apple-scab.jpg,515a0330474dcefb427b1d6a269dd277448ba84505d5d99202e291a26973fcca,515a0330474dcefb427b1d6a269dd277448ba84505d5d99202e291a26973fcca,115940,900,537,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apples_rusts+frogs-eye.jpg,data/raw/plantdoc/train/Apple rust leaf/apples_rusts+frogs-eye.jpg,38a4760ecc285c339575d090dea7eda5d52ed020d23efbf2e6e555592e72e513,38a4760ecc285c339575d090dea7eda5d52ed020d23efbf2e6e555592e72e513,257137,900,630,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/apples_rusts-cedar-apple_01_zoom.jpg,data/raw/plantdoc/train/Apple rust leaf/apples_rusts-cedar-apple_01_zoom.jpg,c2700097f36d85754d90ba5407fbf9f01c791b511ee196f87ca3ee15d412e9c4,c2700097f36d85754d90ba5407fbf9f01c791b511ee196f87ca3ee15d412e9c4,121802,900,692,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/buckinghamshire-speen-garden-cedar-apple-rust-on-apple-underside-of-F5D3RD.jpg,data/raw/plantdoc/train/Apple rust leaf/buckinghamshire-speen-garden-cedar-apple-rust-on-apple-underside-of-F5D3RD.jpg,68cd5705f8d3a7602e76c0bbc5206ad1dc822f57d073f64f1d31eb612f1e3139,68cd5705f8d3a7602e76c0bbc5206ad1dc822f57d073f64f1d31eb612f1e3139,185515,1300,956,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/buckinghamshire-speen-garden-detail-cedar-apple-rust-on-apple-underside-f5d3r7.jpg,data/raw/plantdoc/train/Apple rust leaf/buckinghamshire-speen-garden-detail-cedar-apple-rust-on-apple-underside-f5d3r7.jpg,34f91eb0a1485d75fa8a6aeb9edc745114f32ab3f08b3d3fa77c67337295167f,34f91eb0a1485d75fa8a6aeb9edc745114f32ab3f08b3d3fa77c67337295167f,107216,640,447,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/car-apple1.jpg,data/raw/plantdoc/train/Apple rust leaf/car-apple1.jpg,55cca48fda64d54ecfc49ed649c173bf79e9bea29b652d4e81bf3ffd75616912,55cca48fda64d54ecfc49ed649c173bf79e9bea29b652d4e81bf3ffd75616912,335995,1292,1104,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/car-apple9.jpg,data/raw/plantdoc/train/Apple rust leaf/car-apple9.jpg,363121c669016765221a1160636d3f9c0078157a5fccb1397aa8c855251a9a3e,363121c669016765221a1160636d3f9c0078157a5fccb1397aa8c855251a9a3e,478765,1503,1782,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/car.jpg,data/raw/plantdoc/train/Apple rust leaf/car.jpg,69c18003105762817dd130ede3642566b522a1cc07944951177faa97c10951d5,69c18003105762817dd130ede3642566b522a1cc07944951177faa97c10951d5,65987,700,933,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/car1.jpg,data/raw/plantdoc/train/Apple rust leaf/car1__da3a9af451c8.jpg,da3a9af451c8222bb3f2e69cadd3891473d13cbcdae01f53bdfb26d5e534acc8,da3a9af451c8222bb3f2e69cadd3891473d13cbcdae01f53bdfb26d5e534acc8,43509,320,320,RGB,train,Apple rust leaf,cg01,collision_safe_rename,distinct image content; original name collides case-insensitively with its pair member — extracted under a collision-safe name
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/car2.jpg,data/raw/plantdoc/train/Apple rust leaf/car2.jpg,023ae6d32eab19b4cc5b961525102248cab5a910f5c1eb8ac2c282795d980c5d,023ae6d32eab19b4cc5b961525102248cab5a910f5c1eb8ac2c282795d980c5d,30356,400,599,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cd6bfd6bfbcac781bd496bf13845fb0f.jpg,data/raw/plantdoc/train/Apple rust leaf/cd6bfd6bfbcac781bd496bf13845fb0f.jpg,7b53aa89bd2a7499f048a5afd2ed6337f2e3528b04cc7f722cbedca844e33950,7b53aa89bd2a7499f048a5afd2ed6337f2e3528b04cc7f722cbedca844e33950,30083,360,360,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedapp04_lg.jpg,data/raw/plantdoc/train/Apple rust leaf/cedapp04_lg.jpg,3f30ae4f1860006a2d6031b9e63c7c8556035ebfd57bcde60ba50bba4d11e8f0,3f30ae4f1860006a2d6031b9e63c7c8556035ebfd57bcde60ba50bba4d11e8f0,49610,755,516,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar%20apple%20rust%20lower%20leaf%20haw%20S%202%20ne%20OH%20RA%209-2-16.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar%20apple%20rust%20lower%20leaf%20haw%20S%202%20ne%20OH%20RA%209-2-16.jpg,1c78dc97edadb1ca8091534091108f22344d46c9ce00e409c5f1f6054517b476,1c78dc97edadb1ca8091534091108f22344d46c9ce00e409c5f1f6054517b476,1755653,2440,1830,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar%20apple%20rust%20upper%20leaf%20surface%20S%20ne%20OH%20RA%209-2-16.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar%20apple%20rust%20upper%20leaf%20surface%20S%20ne%20OH%20RA%209-2-16.jpg,bedee8f438f7ad80ecd59006ed87f0ceda35ee873c8dd26f9e96fe95a591ea79,bedee8f438f7ad80ecd59006ed87f0ceda35ee873c8dd26f9e96fe95a591ea79,1874331,2480,1860,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar-apple-rest-225x300.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar-apple-rest-225x300.jpg,0201fbdf70fedb731faa24fddfe9bf87989122aa5173ca13deb996a14f382e71,0201fbdf70fedb731faa24fddfe9bf87989122aa5173ca13deb996a14f382e71,15288,225,300,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar-apple-rust-gymnosporangium-juniperi-pustules-on-apple-leaf-lower-c99tfp.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar-apple-rust-gymnosporangium-juniperi-pustules-on-apple-leaf-lower-c99tfp.jpg,72b1989e3cc58d4b1b4666411fd9f94927d842b5bebf4387f5beed86af183ae0,72b1989e3cc58d4b1b4666411fd9f94927d842b5bebf4387f5beed86af183ae0,54752,435,540,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar-apple-rust-gymnosporangium-juniperi-pustules-on-apple-leaf-lower-surface-X12A9H.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar-apple-rust-gymnosporangium-juniperi-pustules-on-apple-leaf-lower-surface-X12A9H.jpg,2b7cdaaad48f431b89a976bf6b1497a2ef2bf715f0f24e6c3025f9425fb06ae9,2b7cdaaad48f431b89a976bf6b1497a2ef2bf715f0f24e6c3025f9425fb06ae9,185014,1087,1390,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar-apple-rust.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar-apple-rust.jpg,b3c54bd2bb932e25a41372b918f6054adf6d018afa0f239b3ffd5db641d27d33,b3c54bd2bb932e25a41372b918f6054adf6d018afa0f239b3ffd5db641d27d33,26661,270,270,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar-apple-rust_fig-1.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar-apple-rust_fig-1.jpg,7570c4bc6c12ae9d57e45c94f6d9126a699b79a9fc693b97d481deaeb1648813,7570c4bc6c12ae9d57e45c94f6d9126a699b79a9fc693b97d481deaeb1648813,3189223,3456,2592,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar-apple-rust_fig-2.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar-apple-rust_fig-2.jpg,65fe7a27bcad4e64a0d370df7e7db3dfa2bd4c7c7e69f4b0606c34ac3a721a13,65fe7a27bcad4e64a0d370df7e7db3dfa2bd4c7c7e69f4b0606c34ac3a721a13,527433,1635,1245,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar-apple-rust_fig-3.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar-apple-rust_fig-3.jpg,d404d2e04634d97e69edf13d933d48975c03bbb1c8044974a0ee730f39a74653,d404d2e04634d97e69edf13d933d48975c03bbb1c8044974a0ee730f39a74653,4620609,5184,3456,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar_apple_rust_3.JPG?1362772840.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar_apple_rust_3.JPG?1362772840.jpg,93d5e66314ea458586e9021ba2f6f6d712f3b9c53185db431ee98098abfba387,93d5e66314ea458586e9021ba2f6f6d712f3b9c53185db431ee98098abfba387,25927,220,300,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar_apple_rust_leaf.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar_apple_rust_leaf.jpg,aceb7f18c37695d0a61416b613034dc2cefbd017c2b5515f0643c999fac52dce,aceb7f18c37695d0a61416b613034dc2cefbd017c2b5515f0643c999fac52dce,96286,550,412,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar_apple_rust_on_jonagold_2.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar_apple_rust_on_jonagold_2.jpg,3eb077a227a5539e159129e7acbe391c8e9c84dbcff482527e8f0908cc037daf,3eb077a227a5539e159129e7acbe391c8e9c84dbcff482527e8f0908cc037daf,29734,640,480,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/cedar_apple_rust_on_jonagold_3.jpg,data/raw/plantdoc/train/Apple rust leaf/cedar_apple_rust_on_jonagold_3.jpg,1368c5edf962de6d2e7d29a5e741e42c6a24f73456b3c39857512afc56237668,1368c5edf962de6d2e7d29a5e741e42c6a24f73456b3c39857512afc56237668,32103,640,480,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/crab-apple-tree-leaves.jpg,data/raw/plantdoc/train/Apple rust leaf/crab-apple-tree-leaves.jpg,86012f53f7a1a9b0b6816bbcefcd6289af6f99b8fcdb68f9bfd67dca37efe419,86012f53f7a1a9b0b6816bbcefcd6289af6f99b8fcdb68f9bfd67dca37efe419,282187,1200,900,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/frog-eye-leaf-spot-on-crabapple-grabowski.jpg,data/raw/plantdoc/train/Apple rust leaf/frog-eye-leaf-spot-on-crabapple-grabowski.jpg,0a8a997b6c0b9b6ee961cae7846e2f92fdfeed2d607ae7a67586c484bf708aec,0a8a997b6c0b9b6ee961cae7846e2f92fdfeed2d607ae7a67586c484bf708aec,74706,600,450,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/image1_14.jpeg.jpg,data/raw/plantdoc/train/Apple rust leaf/image1_14.jpeg.jpg,b8a28d58a7208da069ad08f37b0c1b0bf69098016f8c678118604bb09d2f1dd2,b8a28d58a7208da069ad08f37b0c1b0bf69098016f8c678118604bb09d2f1dd2,389997,640,430,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/nPP7P.jpg,data/raw/plantdoc/train/Apple rust leaf/nPP7P.jpg,0cd79cbe738a246d2c19c57684fdbed8a85f3f110f2d1b3a6b7c9c052ef577b2,0cd79cbe738a246d2c19c57684fdbed8a85f3f110f2d1b3a6b7c9c052ef577b2,264173,1280,960,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/pix053.jpg,data/raw/plantdoc/train/Apple rust leaf/pix053.jpg,a1cfda1e977c0f87bcb5a43eec3b0a3683e33d3db789cc376af721f73ff2d899,a1cfda1e977c0f87bcb5a43eec3b0a3683e33d3db789cc376af721f73ff2d899,57716,227,270,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/quince5_600px.jpg,data/raw/plantdoc/train/Apple rust leaf/quince5_600px.jpg,5b8855836c0a5e59f35f5273e68e381b53a12acda9afdedb454b1d34ce0745c5,5b8855836c0a5e59f35f5273e68e381b53a12acda9afdedb454b1d34ce0745c5,35499,600,450,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/rust-0450.jpg,data/raw/plantdoc/train/Apple rust leaf/rust-0450.jpg,04778924e9867605ca2a14e3856c6ca3681bda808b16bd03bde251bc579a5c08,04778924e9867605ca2a14e3856c6ca3681bda808b16bd03bde251bc579a5c08,716036,1000,788,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/stock-photo-apple-leaf-damaged-by-apple-rust-mite-a-common-arthropod-in-european-apple-orchards-galls-698959369.jpg,data/raw/plantdoc/train/Apple rust leaf/stock-photo-apple-leaf-damaged-by-apple-rust-mite-a-common-arthropod-in-european-apple-orchards-galls-698959369.jpg,2497f0c5143d6bf68b16de83c22dcac119bd9b102089fea8069606e0a56978ae,2497f0c5143d6bf68b16de83c22dcac119bd9b102089fea8069606e0a56978ae,29578,450,320,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/thumb-20130802_111648.jpg,data/raw/plantdoc/train/Apple rust leaf/thumb-20130802_111648.jpg,25cd61bc03518ad06ed81432fbb9a676dbf8db431de1593c77b18bee8f0acd6a,25cd61bc03518ad06ed81432fbb9a676dbf8db431de1593c77b18bee8f0acd6a,110002,700,933,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/thumb-20130802_112143.jpg,data/raw/plantdoc/train/Apple rust leaf/thumb-20130802_112143.jpg,62d82f1fc5433dfc5f214ba7aa660dca5c3377d32acbd42d36fd1cfe6255bbf5,62d82f1fc5433dfc5f214ba7aa660dca5c3377d32acbd42d36fd1cfe6255bbf5,74059,700,933,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Apple rust leaf/tree-problems-cedar-apple-rust-apple-leaf-475x350.jpg,data/raw/plantdoc/train/Apple rust leaf/tree-problems-cedar-apple-rust-apple-leaf-475x350.jpg,98a229ab2c0303f46a184389e8bef902ddc34a8aa07854b732240ef9b229521a,98a229ab2c0303f46a184389e8bef902ddc34a8aa07854b732240ef9b229521a,36843,475,350,RGB,train,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/0.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/0.jpg,a9336d6dd7351b26d591c57901c78c51c6477bad7b154df463c1121b04ab433c,a9336d6dd7351b26d591c57901c78c51c6477bad7b154df463c1121b04ab433c,41350,220,376,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/0000.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/0000.jpg,b4a18182103f812ecdafcfe1874cb71ea2813b87780cac68839478cd1f6744df,b4a18182103f812ecdafcfe1874cb71ea2813b87780cac68839478cd1f6744df,766652,2592,1944,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/02.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/02.jpg,85498678373dc383a50ab91f5ee010d6464596928c98134187a181be8bfc3b84,85498678373dc383a50ab91f5ee010d6464596928c98134187a181be8bfc3b84,76336,638,479,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/03.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/03.jpg,77a0d25c78a3acdb2bdb1b4412b816bb9ab2f9f7ffeb89b5f4fe1c07b9018840,77a0d25c78a3acdb2bdb1b4412b816bb9ab2f9f7ffeb89b5f4fe1c07b9018840,77195,638,479,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/04.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/04.jpg,e2bb038905a4911669c93cee297fc412f841bb3777df853d28edb86ed7c8021b,e2bb038905a4911669c93cee297fc412f841bb3777df853d28edb86ed7c8021b,486241,844,1500,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/05.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/05.jpg,267058d886dd7bfd99a291d924089e18438a5fd6407c3b58ec517e3a23dab40c,267058d886dd7bfd99a291d924089e18438a5fd6407c3b58ec517e3a23dab40c,76798,300,300,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/06.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/06.jpg,281e9a364cad3801aee1f34218f5b8f41dbb01d92999efeecedd27580d9c7a6e,281e9a364cad3801aee1f34218f5b8f41dbb01d92999efeecedd27580d9c7a6e,554375,844,1500,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/100_1657.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/100_1657.jpg,090cdda97a505f7e18c8753c8e545456efb7818b213018cdbb765eba4d4ffb00,090cdda97a505f7e18c8753c8e545456efb7818b213018cdbb765eba4d4ffb00,1548796,2736,3648,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/4-dogwood_pm.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/4-dogwood_pm.jpg,f5061a84dcfa787c48f2502d4bc0231a0bf4e0b6db0b9a8452bd2c0d85775722,f5061a84dcfa787c48f2502d4bc0231a0bf4e0b6db0b9a8452bd2c0d85775722,43538,600,400,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/534a.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/534a.jpg,327edfd0c9db59c5fd709bfe2ad4ae328c2069a9768a8cee95adfbbfa93fe1d2,327edfd0c9db59c5fd709bfe2ad4ae328c2069a9768a8cee95adfbbfa93fe1d2,17166,300,200,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/Bacterial-spot-symptoms-on-pepper-leaves-for-web.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/Bacterial-spot-symptoms-on-pepper-leaves-for-web.jpg,6d18c55c9e763cf7bc5e61cd1b445bebd4d38ac735eb86c00e3ac4cc03644a62,6d18c55c9e763cf7bc5e61cd1b445bebd4d38ac735eb86c00e3ac4cc03644a62,51236,896,504,RGB,train,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,train/Bell_pepper leaf spot/BacterialSpot08.jpg,data/raw/plantdoc/train/Bell_pepper leaf spot/BacterialSpot08.jpg,d0edbd7e73ccc55dd9cb4a43f36d2282ee06c7714cadf18932daf628f306e38b,d0edbd7e73ccc55dd9cb4a43f36d2282ee06c7714cadf18932daf628f306e38b,32469,480,320,RGB,train,Bell_pepper leaf spot,,materialized,
