dataset,split,class_label,relpath,sha256,width,height,mode,n_bytes,is_corrupt,source_url,acquired_at_utc
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/C11.11.jpg,60e2542936a3f2802d1ea30f8c830a706c83fecca4690feddbd882da2a9512fe,750,481,RGB,430031,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/CAR%2Bzestar.JPG.jpg,2b72a590dcb49ba7d8bfa658253b7a85b55e5e407d211ccc80490f80f5cc1710,1600,1299,RGB,383724,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/CAR1__ff8e845061e3.jpg,ff8e845061e3a305e55ae0b60218008bafa88e392bfb5f36e0e9f58f379526dc,498,841,RGB,249767,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/CAR4.jpg,20f1ca04b11a48bf71a59f4227fc49819d1a8bf131366ea9d678111844c5f53e,640,480,RGB,149562,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Cedar+Apple+rust+on+Crab+apple+leaf.jpg,652f5d47929b2184a2ca70c1d1bcb598d60c8d77de31edf9397c26ad8694a602,200,150,RGB,11388,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Cedar+apple+rust.JPG.jpg,9b48bcfad83e7bea0de4b83df64b4e1ec1c0db47ba306aff42c135c1adbf8e4d,320,213,RGB,27454,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Cedar-Apple-Rust-aecia-on-leaf-pic-by-NC-State.jpg,043b427c39542ed90e9f5dded6ee0e072db0690e4e3b146e3c727dde0dc26d94,200,162,RGB,10289,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/CedarApple_Rust168.jpg,c9d59bb29e5a11b9a7868f729f9e1162c498b1f0be80ba50a08929baaa65e948,800,600,RGB,56568,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Cedar_apple_rust_on_crab_apple_leaf_showing_underside_cup.jpg,48cab6da14fb5e8d77549a483e776fadd05219c18ba64efcd6d30e10b89f1d6c,300,199,RGB,9900,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Cedar_apple_rust_on_crab_apple_leaf_upper_surface.JPG.jpg,d5472d820aa8424d7d2753c2a36a3e9899034314985f53cd7e64303112328230,3008,2000,RGB,1198791,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/DAxpYpoWAAQxi1f.jpg,811307ff8becb7adac951048240fc4e3c14eb0598a46cb905d088693e1f267f5,1200,675,RGB,239620,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/DIsease-Pest-Management.jpg,54bb00175c906456d789365ef703fa4b802c69dcb8e8f7a7d4d62b5d8ce19c75,1485,1200,RGB,374538,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Fig-17-Apple-rust-on-lower-surface-on-leaf-at-extreme.jpg,5e44bf539e9bd3d6637a4feed9bebec7eb9ca1db2f590e1297a86f515425d8a4,500,405,L,29565,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Figure-1.-Typical-cedar-apple-rust-lesions-on-upper-surface-of-apple-leaf.jpg,add4af0f1609ddb00a61775b61d8b734a2b3eb5e412a8a80688ea3e99e2e72ab,550,399,RGB,177838,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Figure-3.-Aecial-projections-on-the-underside-of-an-apple-leaf-with-cedar-apple-rust-disease-.jpg,3bd4147ef09d191343c7d40bad98b8cda165a78fc604b69982cd6989ec1e25bd,550,407,RGB,168399,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/LIFH3.jpg,315bd3f13ecc5cddb28724dc2519026ab4eb2b2f8eb4ff2eb2421d8ffc0b568d,1280,960,RGB,329776,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/P1020430.jpg,edd5005e6676c76729585156517a7aa3f2b14e691f802c7c49555c9c2a72cf9e,400,300,RGB,117232,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/P7290482.JPG.jpg,b0f8cf2d97c94851d98b981553885a3ae8e62078ad72082ea1e261071a5295f3,1600,1200,RGB,137322,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/PLPATH-FRU-02-cedar-apple-rust-figure-1.jpg,bdb29808a30e1f5799100356aaa9273e3dc0dd69308926737d2a00f65b2a706e,698,1066,RGB,1025918,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Rust%20on%20Brandywine_ADJ.jpg,0fe5bf99f0109e31de66dca0f5bb4eef37709dfa0171684dc6e729fe76984696,1236,824,RGB,207650,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/Rust--CA.jpg,2eb7d46cbcfceae8577ffac920db5b7af20aa98e58d8644894ddc747cee1ba13,400,249,CMYK,203098,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/a82e389f8b5da4758a747c32ef8af6f9--rust-apples.jpg,ba3a8855ec253f62881d36b1320f75b3fee88bc173434c975f677174ba652c94,736,488,RGB,29339,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/aecia-on-apple-e1368285975597.jpeg.jpg,58f19f4ca140c6f73d670221b5989458f290849fa2d13eb12eb886dfba33acd8,850,637,RGB,203903,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apple+rust+001.jpg,de27a0c6224d7f5079a8f5b971595072cec014237aa2db87a23838ae170fa510,1200,630,RGB,174812,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apple-leaf-rust-and-cedar-apple-roestella-pirata-report-of-the-of-picture-id629456105?s=612x612.jpg,0b5d7f1f5df1e4dd236e3fd5c9b5e253ff4bd9115b084843cf98f53e9ca2f2f7,382,612,RGB,48108,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apple-rust-disease_10_845384767.jpg,e9f5b751af491ee1c3b42b325e98b1ba187973746fd6b309ee22dae7907e5cf8,999,666,RGB,110381,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apple-rust.jpg,c6b9c9daefca5d324a93300f796d4044fd7e1ce5e6283fb2cae6681841c41489,4000,4016,RGB,1978139,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apple_F14b.jpg,fceff585ef723012d786327355d536406c92cb1d329f123f07d56df7291ae311,350,237,RGB,9120,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apple_leaf.JPG.jpg,5fc1918cc6497afa0297fbb5c5762e66a406f707204569495c650c2da63d1f01,640,480,RGB,113134,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/applerust-500x383.jpg,e8ab606b2c5790cb01e4fba348342caadeb38a63b3db972826493f650f79879c,500,383,RGB,99005,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apples_black-rot_01_zoom.jpg,b320f72e52fcc2be3dde6bd511b7dca73130a4e22bae10de03bb31f8f69f7520,900,692,RGB,120388,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apples_rusts+apple-scab.jpg,515a0330474dcefb427b1d6a269dd277448ba84505d5d99202e291a26973fcca,900,537,RGB,115940,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apples_rusts+frogs-eye.jpg,38a4760ecc285c339575d090dea7eda5d52ed020d23efbf2e6e555592e72e513,900,630,RGB,257137,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/apples_rusts-cedar-apple_01_zoom.jpg,c2700097f36d85754d90ba5407fbf9f01c791b511ee196f87ca3ee15d412e9c4,900,692,RGB,121802,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/buckinghamshire-speen-garden-cedar-apple-rust-on-apple-underside-of-F5D3RD.jpg,68cd5705f8d3a7602e76c0bbc5206ad1dc822f57d073f64f1d31eb612f1e3139,1300,956,RGB,185515,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/buckinghamshire-speen-garden-detail-cedar-apple-rust-on-apple-underside-f5d3r7.jpg,34f91eb0a1485d75fa8a6aeb9edc745114f32ab3f08b3d3fa77c67337295167f,640,447,RGB,107216,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/car-apple1.jpg,55cca48fda64d54ecfc49ed649c173bf79e9bea29b652d4e81bf3ffd75616912,1292,1104,RGB,335995,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/car-apple9.jpg,363121c669016765221a1160636d3f9c0078157a5fccb1397aa8c855251a9a3e,1503,1782,RGB,478765,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/car.jpg,69c18003105762817dd130ede3642566b522a1cc07944951177faa97c10951d5,700,933,RGB,65987,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/car1__da3a9af451c8.jpg,da3a9af451c8222bb3f2e69cadd3891473d13cbcdae01f53bdfb26d5e534acc8,320,320,RGB,43509,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/car2.jpg,023ae6d32eab19b4cc5b961525102248cab5a910f5c1eb8ac2c282795d980c5d,400,599,RGB,30356,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cd6bfd6bfbcac781bd496bf13845fb0f.jpg,7b53aa89bd2a7499f048a5afd2ed6337f2e3528b04cc7f722cbedca844e33950,360,360,RGB,30083,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedapp04_lg.jpg,3f30ae4f1860006a2d6031b9e63c7c8556035ebfd57bcde60ba50bba4d11e8f0,755,516,RGB,49610,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar%20apple%20rust%20lower%20leaf%20haw%20S%202%20ne%20OH%20RA%209-2-16.jpg,1c78dc97edadb1ca8091534091108f22344d46c9ce00e409c5f1f6054517b476,2440,1830,RGB,1755653,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar%20apple%20rust%20upper%20leaf%20surface%20S%20ne%20OH%20RA%209-2-16.jpg,bedee8f438f7ad80ecd59006ed87f0ceda35ee873c8dd26f9e96fe95a591ea79,2480,1860,RGB,1874331,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar-apple-rest-225x300.jpg,0201fbdf70fedb731faa24fddfe9bf87989122aa5173ca13deb996a14f382e71,225,300,RGB,15288,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar-apple-rust-gymnosporangium-juniperi-pustules-on-apple-leaf-lower-c99tfp.jpg,72b1989e3cc58d4b1b4666411fd9f94927d842b5bebf4387f5beed86af183ae0,435,540,RGB,54752,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar-apple-rust-gymnosporangium-juniperi-pustules-on-apple-leaf-lower-surface-X12A9H.jpg,2b7cdaaad48f431b89a976bf6b1497a2ef2bf715f0f24e6c3025f9425fb06ae9,1087,1390,RGB,185014,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar-apple-rust.jpg,b3c54bd2bb932e25a41372b918f6054adf6d018afa0f239b3ffd5db641d27d33,270,270,RGB,26661,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar-apple-rust_fig-1.jpg,7570c4bc6c12ae9d57e45c94f6d9126a699b79a9fc693b97d481deaeb1648813,3456,2592,RGB,3189223,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar-apple-rust_fig-2.jpg,65fe7a27bcad4e64a0d370df7e7db3dfa2bd4c7c7e69f4b0606c34ac3a721a13,1635,1245,RGB,527433,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar-apple-rust_fig-3.jpg,d404d2e04634d97e69edf13d933d48975c03bbb1c8044974a0ee730f39a74653,5184,3456,RGB,4620609,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar_apple_rust_3.JPG?1362772840.jpg,93d5e66314ea458586e9021ba2f6f6d712f3b9c53185db431ee98098abfba387,220,300,RGB,25927,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar_apple_rust_leaf.jpg,aceb7f18c37695d0a61416b613034dc2cefbd017c2b5515f0643c999fac52dce,550,412,RGB,96286,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar_apple_rust_on_jonagold_2.jpg,3eb077a227a5539e159129e7acbe391c8e9c84dbcff482527e8f0908cc037daf,640,480,RGB,29734,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/cedar_apple_rust_on_jonagold_3.jpg,1368c5edf962de6d2e7d29a5e741e42c6a24f73456b3c39857512afc56237668,640,480,RGB,32103,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/crab-apple-tree-leaves.jpg,86012f53f7a1a9b0b6816bbcefcd6289af6f99b8fcdb68f9bfd67dca37efe419,1200,900,RGB,282187,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/frog-eye-leaf-spot-on-crabapple-grabowski.jpg,0a8a997b6c0b9b6ee961cae7846e2f92fdfeed2d607ae7a67586c484bf708aec,600,450,RGB,74706,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/image1_14.jpeg.jpg,b8a28d58a7208da069ad08f37b0c1b0bf69098016f8c678118604bb09d2f1dd2,640,430,RGB,389997,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/nPP7P.jpg,0cd79cbe738a246d2c19c57684fdbed8a85f3f110f2d1b3a6b7c9c052ef577b2,1280,960,RGB,264173,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/pix053.jpg,a1cfda1e977c0f87bcb5a43eec3b0a3683e33d3db789cc376af721f73ff2d899,227,270,RGB,57716,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/quince5_600px.jpg,5b8855836c0a5e59f35f5273e68e381b53a12acda9afdedb454b1d34ce0745c5,600,450,RGB,35499,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/rust-0450.jpg,04778924e9867605ca2a14e3856c6ca3681bda808b16bd03bde251bc579a5c08,1000,788,RGB,716036,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/stock-photo-apple-leaf-damaged-by-apple-rust-mite-a-common-arthropod-in-european-apple-orchards-galls-698959369.jpg,2497f0c5143d6bf68b16de83c22dcac119bd9b102089fea8069606e0a56978ae,450,320,RGB,29578,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/thumb-20130802_111648.jpg,25cd61bc03518ad06ed81432fbb9a676dbf8db431de1593c77b18bee8f0acd6a,700,933,RGB,110002,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/thumb-20130802_112143.jpg,62d82f1fc5433dfc5f214ba7aa660dca5c3377d32acbd42d36fd1cfe6255bbf5,700,933,RGB,74059,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Apple rust leaf,train/Apple rust leaf/tree-problems-cedar-apple-rust-apple-leaf-475x350.jpg,98a229ab2c0303f46a184389e8bef902ddc34a8aa07854b732240ef9b229521a,475,350,RGB,36843,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/004-10.jpg,13d18cc07dee0acbf1ef414d0d09a7d442d47b49d726b99df207e4deead7fe97,640,480,RGB,197363,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/007.JPG.jpg,330c8a29544d916d6de245ccf7fe3aa755d7c9999e4ce4684683c58f858dd752,2448,3264,RGB,3787525,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/0f3sA.jpg,08932ae22795ccf9702a013d13eef6a93fc1049c33e3bff31f459a9c142cde64,1032,581,RGB,207993,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/14ec45.jpg,9b117190dfe1fc891dcb97fc95be4e7dc9d608503a7718cf05c2b11e29ffec51,440,330,RGB,33985,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/2477703364_0c94646b48.jpg,0960dc5cb5f9a7711d037d59af37f3a70dbac7385f8e2c82e0feb5bb9effccc7,500,336,RGB,122664,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/28a593.jpg,6035715c63c45d3ee4696bbfdaecc50460332a2b24bfe0f3e828a1b9ddb26b6c,440,330,RGB,38369,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/387502.jpg,299f7a5411a52351c1049a845fe606dfb378c36bd22ee3ce55ed4e1f89788c25,800,600,RGB,82349,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/5493139683d035a18fd0dfa12893f38b--outdoor-decor-worms.jpg,d273423d0ee7304f39a66d3f8d9ef66b0c6319c8f81b729e9ce2c459f0dc3cc6,236,314,RGB,16977,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/951d30.jpg,f9edd68186d8a15cbe5d750464e362a7106d18aabfa99db50cf8634ae28302bb,600,450,RGB,131298,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/Bell-pepper-leaves.jpg,3852ec4ad76226fcb4be713949b581036e5e39cce3b1979f0ebc1352e9fc87c0,498,374,RGB,112366,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/Bell-pepper-plant.JPG.jpg,f26da5e5df30af8ca2e65914a37acde6711c561edf543ede54da7b5176118139,768,1024,RGB,296862,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/CMZEb.jpg,fccbfa9e133c2a0129561464adc43fc13d2d8eb0105b922c1e81024c506d7885,2371,3162,RGB,779943,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/DSC04477.JPG.jpg,f09d8015b62f7b73a928b3e20362905df520e78ce56d517e9f1d090805fcea3f,1600,1067,RGB,339652,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/DSCN0652.jpg,12b6c4b6f74e2548e4f015d7226315173d9bcf56022a14eab80647b1d13445b4,640,480,RGB,208230,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/DSCN3768.JPG.jpg,147bb389f2c8cc83948e466fb052f35b7c31e2b9ae1a2fd0731b5d41268c8031,1600,1200,RGB,351063,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/DSCN5835_original.JPG?1472909566.jpg,febdb5abdd0efe3e8d6e6da62d3c186c215cb2ec6cd51ca099eef4f6d7ea6a0e,2592,1944,RGB,1153002,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/IMG_1495.JPG.jpg,6ac96c5164ed51dbc82cee5db436ade9c46bd0a823c9e8030ce897043c44ee09,1600,1200,RGB,330748,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/IMG_2855-1.jpg,8816883e85cc36d24a8210dbee94460ef0cf09824d4747429529a5f865ec7c39,598,799,RGB,370107,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/IMG_3891.JPG?1492073147.jpg,6205543728ff7f71d6f3ca892664124bcce32355e8bc37b54996f4d43416505f,480,640,RGB,162186,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/M7JV1.jpg,7a812c37cf5f3cf32fa89ba855bf5a2a524e5423a3f83ae2c0f4f4cc6c3777d0,1260,1596,RGB,339171,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/P4190299aS.jpg,d5f75072c6771624d7a658a9313ff0b273935241be54dd8905d5d6842ee53eb9,648,690,RGB,115329,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/Seminis-Turnpike-Bell-Pepper-1024x756.jpg,74623ff554212b2ab9defaf420d038d590784b995de1f74a3284afafcb54b6ca,1024,756,RGB,241106,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/ac9201ad84e0987e6fdd2589258d72fd.jpg,e478441ee6357b9685c768ebb7bcd4c1e21dcc5b5f26b6b0463e0a27f3afecae,230,286,RGB,16214,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/b085c28357a5f7839c2dcf582acc9e52.jpg,8196cc2b0be5c270acbf89b583351471864d21d36fe8076771c741aff2a0e1cf,736,981,RGB,71664,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/bb2581.jpg,8e4f7e233d73674acab33731e7358a303ec8fa27f73ad12b4e7a535be03b660c,800,600,RGB,179263,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
PlantDoc,train,Bell_pepper leaf,train/Bell_pepper leaf/bell%20pepper%20rain%20590x330.jpg,a11fedbd3f78e4e5fd8991ddd7caaaa445c4216656d1ba88c0e41c3c9a628c50,590,332,RGB,203012,False,https://github.com/pratikkayal/PlantDoc-Dataset,2026-08-02T18:02:14+00:00
