dataset,split,class_label,path,phash
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/blueberry-plant-berries-and-leaves-blueberries-vaccinium-corybosum-BNDMY8.jpg,8c98d9a172e76b89
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/blueberry-plant-unripe-berries-and-leaves-blueberries-vaccinium-corybosum-BNDN04.jpg,edd842ed5ec32590
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/blueberry_leaves_berries_fresh_wood_1280x960_hd-wallpaper-1763513.jpg,85814a7f69339d9c
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/blueberryleaves.jpg,9d12d8c3fc683978
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/close-up-of-a-blueberry-leaf-beginning-to-change-color-for-autumn-f6b5yd.jpg,bd5ee320a315d643
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/dscf9033.jpg,d2171e194be9c9c9
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/dscf9038.jpg,d2c32d0d7c866769
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/highbush_blueberry1337725765530.jpg,ccf166c5ef468123
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/image_1500x1500%253E.jpeg?1472756546.jpg,ede0277062da524f
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/image_1500x1500%253E.jpeg?1472756548.jpg,aaf514ef28a3a8b8
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/img_8042.jpg,c4e4827bca6f8cc6
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/immatureleaffootbug.jpg,f4a9b9538b90d68c
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/lb_blueberry1.jpg,d14be6c1f33d0332
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/leaf-blueberry-plant-vaccinium-corymbosum-north-america-usa-bush-103375785.jpg,9e1ea36a8a0dcf32
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/leaf_arangement.jpg,c169f4465f572625
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/ovalifolium1.jpg,c3b127fa340722cf
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/plant-fruit-berry-leaf-flower-food-herb-produce-blueberry-botany-flora-plants-wildflower-shrub-macro-photography-wipes-flowering-plant-bilberry-huckleberry-dayflower-land-plant-dayflower-family-1090218.jpg,d9a224cd7be04eb4
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/red+blueberry+leaves.jpg,a7dc2292dc7219e3
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/stock-photo-blueberry-heap-with-green-leaves-close-up-macro-isolated-on-white-background-83867578.jpg,b48cc8b067cb3b8e
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/stock-photo-blueberry-leaves-branch-isolated-on-white-background-490111684.jpg,bb9f44e468c8709e
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/stock-photo-blueberry-leaves-isolated-on-white-background-collection-569223157.jpg,ee349163959f4ac2
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/stock-photo-blueberry-with-leaves-of-mint-70797082.jpg,9eb4348f618b3cb4
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/stock-photo-fresh-ripe-blueberries-with-leaves-on-white-background-125173964.jpg,b7c3c078499f91ca
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/stock-photo-leaf-blueberry-57690040.jpg,e8cb9530dbc47662
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/three-blueberries-with-leaves-picture-id83566780.jpg,ae9ac0331b6c9e2d
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/vaccinium-angustifolium-634789-1.jpg,d6201eec4e5c52ee
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/vaccinium-angustifolium-le-ahaines.jpg,83879fea141e0f2b
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/vaccinium-corymbosum-le-mlovit.jpg,d3485edd28f52721
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/vaccinium-myrtilloides-13-1.jpg,80683dc7e7d31e0d
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/vaccinium-myrtilloides-437.jpg,c1ec6f6923166f60
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/vaccinium-myrtilloides-le-dcameron-b.jpg,dd8170282f67a9c7
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/vaccinium-myrtilloides-le-mlovit.jpg,c69369c934bcd865
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/vaccspp_leaf1.jpg,a7c952963c2734f8
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/vaov_006_lhp.jpg,ea4d3694174b8b33
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/wild-blueberries-576x1024.jpg,cc8e6170d1dee92a
PlantDoc,train,Blueberry leaf,train/Blueberry leaf/wild-blueberries.jpg,a2d712623d7259ad
PlantDoc,train,Cherry leaf,train/Cherry leaf/02b13cea19417b15cf3d6ff534aa7ea653ad783094a60_1260x1260.jpg,b039cdc636ccb361
PlantDoc,train,Cherry leaf,train/Cherry leaf/100_0123_2.jpg,e54a0d9eb9b4e4a2
PlantDoc,train,Cherry leaf,train/Cherry leaf/100_4608.jpg,e60e39278e4d5b52
PlantDoc,train,Cherry leaf,train/Cherry leaf/1348156007-85504600.jpg,8925e76d2af64712
PlantDoc,train,Cherry leaf,train/Cherry leaf/15%20CHOKE%20CHERRY.jpg,96cc7296ccd8694b
PlantDoc,train,Cherry leaf,train/Cherry leaf/1b9155649757248759cdbe7d83cc94c0.jpg,f0a6cd99ce187166
PlantDoc,train,Cherry leaf,train/Cherry leaf/2febe52cfac784c3191c804390d51ab756a3a7c8b9314_1260x1260.jpg,b239cdc64ccc3393
PlantDoc,train,Cherry leaf,train/Cherry leaf/3b296e7197cc7e3d138892539e2e9ba453ad782db3398_1260x1260.jpg,b81893e7cd98366c
PlantDoc,train,Cherry leaf,train/Cherry leaf/5dab054e26cde431baf6a8e0e3f0f258.jpg,d595e66a62e58748
PlantDoc,train,Cherry leaf,train/Cherry leaf/6.-Choke-cherry-fall-leaf-colour.jpg,921b6b2a156cfe54
PlantDoc,train,Cherry leaf,train/Cherry leaf/670px-User-Completed-Image-Identify-Cherry-Trees-2015.12.05-23.48.57.0.jpeg.jpg,9c5abb9162b4d42e
PlantDoc,train,Cherry leaf,train/Cherry leaf/7%20CHOKE%20CHERRY.jpg,81db3a744968bd27
PlantDoc,train,Cherry leaf,train/Cherry leaf/Bird-Cherry-%28Prunus-Padus%29-Leaf-and-Flowers.jpg,b2b78e5aa545e05c
PlantDoc,train,Cherry leaf,train/Cherry leaf/BlackCherry04.jpg,d833220f3ebb3c34
PlantDoc,train,Cherry leaf,train/Cherry leaf/CHERRY_CHOKE2_leaves.jpg,d6796e46b094ca39
PlantDoc,train,Cherry leaf,train/Cherry leaf/CHERRY_CHOKE_leaves.jpg,de693ad4e61acc21
PlantDoc,train,Cherry leaf,train/Cherry leaf/Carolina%2BCherry%2BLaurel%2Bproblem1.jpg,f59ea90d8d78c834
PlantDoc,train,Cherry leaf,train/Cherry leaf/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,ef8da260e451a9b9
PlantDoc,train,Cherry leaf,train/Cherry leaf/Catalina%20Island%20Cherry.JPG.jpg,97266a2cf21b8b65
PlantDoc,train,Cherry leaf,train/Cherry leaf/Cherry%20Sweet%20N%20deficiency%20closeup%20Brubaker%202004.JPG.jpg,90c71f3d6cf18187
PlantDoc,train,Cherry leaf,train/Cherry leaf/Cherry-Fruit-and-Leaves-tp1263.jpg,a0f341352decde91
PlantDoc,train,Cherry leaf,train/Cherry leaf/ECE47.jpg,ee6bc714603f3941
PlantDoc,train,Cherry leaf,train/Cherry leaf/IMG_4280.JPG.jpg,b2bbc0f6c6286b51
PlantDoc,train,Cherry leaf,train/Cherry leaf/IMG_5892_original.JPG?1500348823.jpg,b5806eddd004da77
PlantDoc,train,Cherry leaf,train/Cherry leaf/Leaf%20cherry1.JPG.jpg,bd39d070c9a1cdca
PlantDoc,train,Cherry leaf,train/Cherry leaf/RAx1iE.jpg,ad92833fbbd0260b
PlantDoc,train,Cherry leaf,train/Cherry leaf/black-brazilian-cherry-4988.jpeg.jpg,fda96792b81461a3
PlantDoc,train,Cherry leaf,train/Cherry leaf/canada-red-cherry-leaves.jpg,fc2c9854a7b30f16
PlantDoc,train,Cherry leaf,train/Cherry leaf/canada_red_chokecherry_11_medium_.jpg,e64fc1e873319c38
PlantDoc,train,Cherry leaf,train/Cherry leaf/cherry+tree.jpg,f0a996451f1c2f2e
PlantDoc,train,Cherry leaf,train/Cherry leaf/cherry-fertilizer.jpg,f7d0c5c801b7ea52
PlantDoc,train,Cherry leaf,train/Cherry leaf/cherry-leaves-e1335624103663.jpg,ad0de2ca37e48e23
PlantDoc,train,Cherry leaf,train/Cherry leaf/cherry-tree-leaves-and-fruits.jpg,f61925bea146da51
PlantDoc,train,Cherry leaf,train/Cherry leaf/cherry-tree-leaves.jpg,899b1b03b5e225f6
PlantDoc,train,Cherry leaf,train/Cherry leaf/cherrytree-leaf.jpg,e5005b5b2f2ce1f1
PlantDoc,train,Cherry leaf,train/Cherry leaf/i-have-a-cherry-tree-5252.jpg,a0f341352decde91
PlantDoc,train,Cherry leaf,train/Cherry leaf/img_3088.jpg,a3a515f3dc8b11d8
PlantDoc,train,Cherry leaf,train/Cherry leaf/prunsero_twig3.jpg,b45bd6b42a16c5a3
PlantDoc,train,Cherry leaf,train/Cherry leaf/prunus-avium-le-rvid-c.jpg,9c2e4f8768f724d0
PlantDoc,train,Cherry leaf,train/Cherry leaf/prunus-pensylvanica-007.jpg,c1b43e3be8a1874e
PlantDoc,train,Cherry leaf,train/Cherry leaf/prunus-pensylvanica-le-ahaines-a.jpg,834534d3f63d9c98
PlantDoc,train,Cherry leaf,train/Cherry leaf/radish-black-cherry-fruits-leaves.jpg,fef9d0298797009a
PlantDoc,train,Cherry leaf,train/Cherry leaf/sunburst_cherry.jpg,a1d09619cfef8827
PlantDoc,train,Cherry leaf,train/Cherry leaf/tree-branch-blossom-plant-fruit-berry-leaf-flower-ripe-food-red-produce-botany-flora-leaves-shrub-fruits-bing-cherry-cherries-flowering-plant-rose-family-fruity-cherry-harvest-sweet-cherry-land-plant-913933.jpg,a1d1ce1edad889e1
PlantDoc,train,Cherry leaf,train/Cherry leaf/wild-and-choke-cherry-leaves_edited-1.jpg,c242dd95b06df507
PlantDoc,train,Cherry leaf,train/Cherry leaf/yoshino-weeping-cherry-tree2.jpg,88d5b25c55624d7d
PlantDoc,train,Cherry leaf,train/Cherry leaf/yoshino-weeping-cherry-tree9.jpg,f8e0236493d15e9e
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/0796.16graylspot.jpg,85685a547f1548bf
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/1192.jpg,9b1a00adff7f800e
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/1193.jpg,be0026fc3fc1d8f0
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/1355.51grayleafspot.jpg,858e6f5e98f0f1a0
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/18largegls0732_copy-143B1EC97E96BA58322.jpg,9056ea71d870787e
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/2013Corn_GrayLeafSpot_0815_0003.JPG.jpg,9796828342bffb0a
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/2013Corn_GrayLeaf_0820_0003.JPG.jpg,c9e362291e9c785d
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/2015070295153021.jpg,c0f82e7e58b09f0d
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/2015Corn_Hail_Taylor_PH%2B%25282%2529.JPG.jpg,a25aef86cce7c502
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/22-broders-CR-Gray-leaf-spot-corn.jpg,81131f6a7404fe6f
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/2f73110f80014a25a53f9551c94bf164.png.jpg,854a558a3dcba7ca
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/7176752.jpeg?351.jpg,d6387fb238c82a87
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/CGrayLeafSpot.jpg,f07a68a03cb616fa
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Close-up-of-GLS.jpg,a450e5eb01ff82ae
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Corn-Gray-leafspot-lesions-300x225.jpg,85cea854abb4d54e
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Corn-gray-leaf-spot-8-15-F1-660.jpg,83536ba475ba283b
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/FJ_010_F17220_B00010.jpg,99b2b511c60e5757
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/FJ_018_F16271-3.jpg,b196b7a105e92f25
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Fig%202b.%20GLS%20backlit%20copy.jpg,98b0e8acbaa92ab7
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Figure%201%20Gray%20leaf%20spot%20and%20Northern%20corn%20leaf%20blight.jpg,c909b263b459baf4
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Figure%201.jpg,9770ffe0c340fe80
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Figure%204%20Grey%20leaf%20spot.jpg,a024bf0af542cfe5
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/GLS-pic-1-1-225x300.jpg,a5e1b06d8f216f43
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/GRAY_LE2.jpg,d4b538d8774a1536
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/GetFile.aspx?guid=fb78e057-33b3-4901-b836-e08e45889f6f.jpg,99298401f2fccfd6
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Gray%20Leaf%20SpotCORN039.JPG.jpg,cf4c3dbc003e4337
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Gray%20leaf%20spot-Adam%20Sisson%20%2856%29%20copy-400x267.jpg,d02361e973c366ce
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Gray-Leaf-Spot-on-Corn-um9znc.jpg,f7a5e6c271312c1c
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Gray-leaf-spot-Adam-Sisson-20.jpg,aae88eb6a5adad08
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Gray-leaf-spot.jpg,9ce4d3e9669e02a9
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/GrayLeafSpot_Chilvers.jpg,9eeb5d0bf6045445
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Greyleafspot.jpg,935629b4854f58af
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/IMG_0004.JPG?itok=tv_vWPMi.jpg,d49e6f8ce8d244c9
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/IMG_1359.JPG.jpg,8c23073870ed5f3e
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/IMG_5251.jpg,fc0b00239ff09abd
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/IMG_6802%2B%25282%2529.JPG.jpg,f23486679a25f21b
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Kelley%20Gray%20leaf%20spot.jpg,c3eb22c932ca2f4b
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/Ontario-Field-Crop-Report_July_27_2017_f3-1024x681.jpg,86c576e2c371f12a
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/corn-gls-bls-lesion-comparison.jpg,99801288eeedefc3
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/corn-gray-leaf-spot-backlit-2.jpg,8a9c8ecc944ed56b
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/corn-gray-leaf-spot-f4.jpg,95859e52aaaa7715
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/corn-gray-leaf-spot.jpg,9f6640cadf3a7094
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/cornGLS2.jpg,cacd64958257c717
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/cp_A-325_gray_leaf_spot_article.jpg,943d38751e183f36
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/g1902-1.jpg,94973bb43070f2ea
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/g1902-3b.jpg,b61336136657661b
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/glfspot.jpg,813f42173bd1385f
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/gls99-anamosa.jpg,a3f33c6c9186355c
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/gray%20leaf%20spot.jpg,8c5e19eb166dd883
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/gray-leafspt-09-227x300.jpg,aaa5e487b63a3169
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/gray_leaf_spot.jpg,839b69c893acb9b1
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/gray_leaf_spot__1-14B8612C8B60CDBC8E2.jpg,913bd52ba5cd0b91
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/gray_leaf_spot_developing.jpg,d7b31613196bc949
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/grayleafspot99a.jpg,d08f506709763c7b
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/grayleafspot_earleaf.jpg,99f2266177c5d489
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/grayleafspothybrid.jpg,90a87acf1fcb0971
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/grayleafspotinbred.jpg,f33573051f651b24
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/grayspot.jpg,f2d2b64ba962864d
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/grey_leaf_spot.jpg,96ca293c3c52e4de
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/lipps-d.jpg,8667142719e587e7
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/lipps-e.jpg,df600f5e383a478a
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/rsz0715grayleafspot.jpg,c50337e6c888cbe7
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/rsz0803Figure5.jpg,aaaf40e7f11d2199
PlantDoc,train,Corn Gray leaf spot,train/Corn Gray leaf spot/uuid%3D23d9bc54-c4a7-4958-890c-0505ac310594%26groupId%3D1841%26t%3D1278717199836.jpg,80d5a7bfce58c42a
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/00c.jpg,e3a75cd4806dc897
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/011.jpg,8bcc5c595559514f
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/01c.jpg,99dbd9db67664004
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/02.JPG.jpg,98496f66729a29bc
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/022.jpg,c1f60a9a562e5d55
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/03c.jpg,a13868d4ecc5fe0d
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/04c.jpg,9adba5b64ab40876
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/05c.jpg,80ca4869e9cd6fb5
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/06c.jpg,d3f83cc7720f8710
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/071409%20Vincelli%20nlb%20on%20corn%20leaf.JPG.jpg,8ef00e96913e9d17
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/0796.33anthracn.jpg,8a619ca1bcc77ad4
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/0805Fig3400.jpg,c0ca3ea83d3d9d38
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/09c.jpg,89a42f3ef50863f8
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/1-495x400.jpg,8c90b43c69cfae56
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/1200px-Northern_corn_leaf_blight.JPG.jpg,c0e88cc63caf333d
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/186116-325x209-Northern-Corn-Leaf-Blight-Chilvers.jpg,8f0e1f75c03111df
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/2-3%20Gray%20leaf%20spot%20BRUCE.jpg,b29ad3d99ec1a189
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/2014-07-23-corngosswilt.jpg,ef8913b570a948f2
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/20140826_131630.jpg,c3db908bb7caa381
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/20160812__13ST_xanthomonas~1.jpg,bda6016c867c0ee7
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/20160826-corndisease-unlt.jpg,84c1146b7bd6aa4f
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/203725159.jpg,9191f162ea6ba879
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/2159_0.jpeg?itok=eBFRbolm.jpg,8865659c2bdab473
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/220px-Sporulation_on_leaf.JPG.jpg,d08387afced4aa52
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/24154194959_fd4b42edde_b.jpg,96ddad176e894a0a
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/28380-1024x768.jpg,96423b9f4686eb29
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/28430_rel.jpg,899a91f0ef15f0c6
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/28430_web.jpg,899891f0ef17f0c6
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/4885423651_3c983eaa16_b.jpg,9b10348fdcd538f4
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/80102321.jpg,96931be34fdad101
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/BacterialLeafStreakinCornImage1.png.jpg,ae04953fb3a4b694
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Bsglqj_IYAATS3C.jpg%2Blarge.jpg,a3346b4d982cdeb8
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/CORN-DISEASE.jpg,e82f28dec19c661b
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/CmyiAkUUIAAqSEa.jpg,de903e75e0e50a4e
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Cochliobolus_heterostrophus.jpg,d5901e2a7b0d3c7a
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn+Blight+1970+Fungus%3A+Southern+Corn+Leaf+Blight.jpg,b54a5ac52db568b2
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn-Disease-NCLB-A-Nelson-6-18-2015-F1.jpg,9229d4b4a6e39e9c
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn-GLS-Picture2-e1403817927977-1024x416.jpg,d686f61cf38cce20
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn-Gray-Leaf-Spot-7-31-F2.jpg,9f82eb45e49b007d
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn-NCLB.jpg,969e3d95562174ac
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn-disease-small-NCLB-lesions-A-Nelson-6-16-2015-F2.jpg,9d14d978c1a9750f
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn-gray-leaf-spot-8-14-15-F1.jpg,83e068a4f45dcb6d
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn-gray-leaf-spot-8-21.jpg,bd287faa31a26187
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn-gray-leaf-spot-F2-8-7-15.jpg,d8cb4a2b0bacb58b
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn-northern%20corn%20leaf%20blight-8-21.jpg,a31b6b70c886facc
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn020Fig2.jpg,d04f31977b8417e4
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Corn_Fig10.jpg,c9a760672e7067b8
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/DSCN0119.jpg,fb9b0141617c9d36
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/DSCN0128.jpg,c78718bc4a7b1cd8
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Erv-sprayed-4.jpg,8f9fe1a8f041ea86
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/FJ_018_F16271-2.jpg,873c3e945a2b15f8
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Fig%201b%20BLS%20backlit%20new%20copy.jpg,f6be7ad5204916a4
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Fig1_Northern_corn_leaf_blight.JPG.jpg,9817bca97522db34
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Figure%202%20Foliar%20symptoms%20of%20similar%20diseases%20to%20Goss.jpg,cf5f9a4abe418843
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Figure%202.JPG.jpg,d48f4a472e5b2978
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Figure-2-.jpg,cc811bfe7cf842e0
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Freckles-in-older-lesion1.jpg,c9e7134092ecdea6
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/GLSvsNCLB.jpg,d2d90d345a2eb927
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Henrycorn1.jpg,dad317ec683421e6
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/IMG_1153.JPG.jpg,a115bc3c76983e78
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/IMG_1347.JPG.jpg,d1c96e6c813594f6
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/IMG_1385.jpg,ce21453b32f4e38e
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/IMG_1468-431x323.JPG.jpg,e9463abd96da2225
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/IMG_20140601_143916_7931.jpg,ced93e51e03f0326
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/IMG_20140601_143928_0711.jpg,c90337e330ec731b
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/IMG_42231.jpg,94666a994d251b3f
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Kelley%20NCLB.jpg,cbe041584475ffa3
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/N.-Corn-Leaf-Blight-20lx3t9.jpg,d0d63a1f27874725
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/NCLB-2.jpg,c2256ac35579675a
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/NCLB6.jpg,e1bf1c2e21655ccc
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/NoCornLeafBlight13b.jpg,87c83fb34d657141
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Northern-Corn-Blight.jpg,c5e3783aacb5c11a
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Northern-Corn-Leaf-Blight-Lesions.jpg,c1b301b67e374993
PlantDoc,train,Corn leaf blight,train/Corn leaf blight/Northern-Corn-Leaf-Blight-NCLB-med.jpg,f82c6fd2926a2fc0
